ms_file,ms_file_label,peak_label,mz_mean,mz_width,rt,rt_min,rt_max,rt_unit,intensity_threshold,target_filename,peak_area,peak_area_top3,peak_n_datapoints,peak_max,peak_rt_of_max,peak_min,peak_median,peak_mean,peak_delta_int,peak_shape_rt,peak_shape_int,peak_mass_diff_25pc,peak_mass_diff_50pc,peak_mass_diff_75pc,peak_score,total_intensity,ms_file_size_MB
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/CA_B4.mzXML,CA_B4,Succinate,117.01905,10,122.634,100.2,150.0,s,0,targets.csv,17051356.0,1163724.0,68,1273912.0,132.81199645996094,526.0,17733.5,250755.23529411765,611044.0,"100.21,100.97,101.73,102.49,103.24,104.0,104.76,105.51,106.27,107.03,107.79,108.55,109.31,110.06,110.82,111.58,112.34,113.1,113.86,114.61,115.37,116.13,116.89,117.65,118.4,119.16,119.92,120.68,121.44,122.2,122.95,123.71,124.47,125.23,125.99,126.75,127.5,128.26,129.02,129.78,130.54,131.29,132.05,132.81,133.57,134.33,135.09,135.85,136.6,137.36,138.12,138.88,139.64,140.39,141.15,141.91,142.67,143.43,144.19,144.94,145.7,146.46,147.22,147.98,148.74,149.49","616528,783891,966000,973501,1098888,1081709,1273912,1135551,1271098,1101853,1236787,1028895,965236,771154,624209,481346,324280,215623,152504,113656,92299,68400,64841,50686,46043,34969,33486,29747,29547,19580,24441,17831,18730,19559,16691,13914,17636,12745,13740,9909,10188,9069,8560,9875,12097,7334,8291,9643,6324,8196,8881,8046,7279,7622,7582,6821,6669,5289,6827,6820,5781,5729,7142,6984,6223,5484",0.0051115142222062,0.0703093989362762,0.2007051683644164,0.0595939979732566,28102636578,12.762396812438965
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/CA_B4.mzXML,CA_B4,Urocanate,137.0354,10,264.9,258.0,276.0,s,0,targets.csv,76599.0,8807.0,21,9444.0,267.9729919433594,674.0,3142.0,3647.571428571429,1612.0,"258.65,259.36,260.1,260.81,261.53,262.25,262.97,263.69,264.43,265.15,265.85,266.55,267.26,267.97,268.69,269.39,270.12,270.83,271.53,272.21,275.67","2286,2470,982,3571,7062,5753,8003,9444,8976,4962,3142,4615,3407,1364,3296,2550,878,879,1209,1076,674",-0.4425464606945943,-0.2198479599787209,-0.1084987096207842,0.3286174235425589,28102636578,12.762396812438965
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/CA_B4.mzXML,CA_B4,Xanthine,151.02585,10,250.0,210.8,271.8,s,0,targets.csv,6416370.0,271070.0,85,283207.0,265.14599609375,8498.0,42637.0,75486.70588235294,1272.0,"211.2,211.92,212.62,213.32,214.04,214.76,215.48,216.19,216.88,217.58,218.28,218.96,219.65,220.34,221.03,221.71,222.39,223.07,223.76,224.45,225.14,225.85,226.56,227.28,228.0,228.71,229.43,230.15,230.87,231.59,232.31,233.04,233.76,234.52,235.25,235.98,236.71,237.44,238.18,238.92,239.65,240.38,241.12,241.84,242.56,243.28,244.01,244.73,245.46,246.21,246.94,247.69,248.43,249.17,249.91,250.65,251.38,252.1,252.84,253.57,254.3,255.03,255.75,256.49,257.22,257.93,258.65,259.36,260.1,260.81,261.53,262.25,262.97,263.69,264.43,265.15,265.85,266.55,267.26,267.97,268.69,269.39,270.12,270.83,271.53","11121,16899,19757,20107,20740,16514,20711,35304,56229,76217,98516,127674,150677,183892,208769,236823,244214,257439,283207,272566,269937,276099,225822,252080,202649,187501,176294,167985,136044,127979,117997,115035,90834,89351,68602,72574,70002,67677,63021,64169,68641,59773,58320,51552,48401,65836,58627,66222,63997,43299,42637,31242,34505,27952,26262,28745,18951,25154,19225,22319,21596,16817,18405,13679,14879,15427,18362,16927,15804,13688,13964,15588,17104,12920,12973,15515,10401,16661,12350,12495,9098,8498,11311,11371,9849",-0.3137720814269137,-0.2127377944985501,-0.1117035075701865,0.0400508619268759,28102636578,12.762396812438965
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B1.mzXML,EC_B1,Arabitol,151.0605,10,295.50000000000006,279.0,312.0,s,0,targets.csv,9364.0,1574.0,8,1982.0,300.822998046875,809.0,979.5,1170.5,722.0,"296.16,296.82,297.48,299.48,300.82,303.55,305.65,309.81","1674,1982,1068,920,1002,957,809,952",5.259850616620822,5.512378396260437,5.613389508116283,0.0382005055079234,39292526371,13.392587661743164
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B1.mzXML,EC_B1,Mevalonate,147.0657,10,180.0,102.0,258.0,s,0,targets.csv,17309.0,1346.0,20,3158.0,228.4409942626953,372.0,612.5,865.45,2616.0,"102.57,103.33,104.09,104.84,105.6,106.36,107.12,107.88,108.64,109.39,135.37,143.66,146.68,151.22,156.53,164.87,172.45,194.44,227.7,228.44","3158,882,1841,592,800,874,1760,373,890,863,617,461,557,443,477,608,425,372,774,542",4.491010703515218,5.165417644809143,5.346988744388277,0.0026437693772866,39292526371,13.392587661743164
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B1.mzXML,EC_B1,Nicotinate,122.02455,10,183.204,165.0,225.0,s,0,targets.csv,4374148.0,184829.0,78,188951.0,171.69500732421875,404.0,20992.0,56078.82051282052,2941.0,"165.63,169.42,170.18,170.94,171.7,172.45,173.21,173.97,174.73,175.49,176.24,177.0,177.76,178.52,179.28,180.04,180.79,181.55,182.31,183.07,183.82,184.58,185.34,186.1,186.86,187.62,188.38,189.13,189.89,190.65,191.41,192.17,192.92,193.68,194.44,195.2,195.96,196.72,197.42,198.12,198.81,199.51,200.21,200.9,201.6,202.29,203.0,203.7,204.4,205.11,205.82,206.51,207.2,207.91,208.6,209.3,210.02,210.72,211.43,212.13,212.84,213.55,214.27,214.96,215.67,216.37,217.09,217.8,218.49,219.19,219.89,220.58,221.29,221.99,222.7,223.4,224.1,224.82","404,645,1585,2799,5449,5284,11817,21052,34390,43640,64087,78504,94645,124043,132691,158734,165243,162087,172909,184994,188951,180544,166909,175408,158442,149040,139725,133458,120978,126507,123784,113965,126490,109473,89895,64435,60105,78852,100632,54263,50583,37968,28676,24027,24560,21950,12306,20932,14905,17407,10021,10856,13572,12318,9682,9869,8540,8493,9579,6183,7773,7441,5765,8834,5059,6765,4666,6283,3811,6445,4817,3859,3690,5189,4466,2811,3844,3345",2.5279727025451497,2.699912160309489,2.824959038683554,0.040470233693124,39292526371,13.392587661743164
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B1.mzXML,EC_B1,Succinate,117.01905,10,122.634,100.2,150.0,s,0,targets.csv,1903401398.0,71988596.0,73,76289728.0,110.89600372314452,2830.0,9191810.0,26073991.75342466,1667360.0,"100.29,101.05,101.81,102.57,103.33,104.09,104.84,105.6,106.36,107.12,107.88,108.64,109.39,110.15,110.9,111.6,112.27,112.91,113.53,114.15,114.77,115.38,115.98,116.59,117.19,117.79,118.39,118.99,119.59,120.19,120.79,121.39,122.0,122.6,123.2,123.81,124.4,125.0,125.61,126.21,126.82,127.43,128.03,128.65,129.27,129.9,130.55,131.2,131.87,132.54,133.24,133.93,134.64,135.37,136.12,136.87,137.61,138.36,139.12,139.88,140.63,141.39,142.15,142.9,143.66,144.42,145.18,145.92,146.68,147.43,148.19,148.95,149.71","6310,3684,2834,3792,4951,2830,4127,5114,9751,20766,87518,303552,863390,2225061,4711953,9191810,16221161,25413316,32986514,40612956,43361524,47045876,56160864,60174280,61196648,66039756,67078944,67333160,73650664,72781656,71759392,68488632,68284824,69001400,67813360,72202136,73651696,76289728,66024364,60678832,57143488,55118096,57968580,44004676,36212128,32542402,25273048,21314670,17373088,14987827,11710556,10330526,7754408,7575449,6514686,5700697,5257745,4311808,4299189,4025555,3778005,3544686,3018521,2904028,2789853,2402811,2287270,2266576,2067897,2005298,1747795,1797240,1673670",3.1998078652116395,3.265005749925709,3.3302036346397794,0.0642478264502212,39292526371,13.392587661743164
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B1.mzXML,EC_B1,Urocanate,137.0354,10,264.9,258.0,276.0,s,0,targets.csv,37912.0,3325.0,20,4555.0,271.27801513671875,615.0,1519.5,1895.6,745.0,"259.31,260.0,260.7,261.42,262.14,262.88,263.61,264.34,265.05,265.74,266.42,267.09,268.44,269.14,269.85,270.57,271.28,271.97,274.62,275.32","1636,2604,1100,3237,1023,1936,3342,4555,2078,1403,3304,2715,2931,1154,615,933,894,778,783,891",2.0906489849484657,2.2298355478958864,2.45253404861176,0.120695079695674,39292526371,13.392587661743164
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B1.mzXML,EC_B1,Xanthine,151.02585,10,250.0,210.8,271.8,s,0,targets.csv,238739.0,6629.0,75,8406.0,224.10400390625,570.0,3037.0,3183.1866666666665,1689.0,"211.43,212.13,212.84,213.55,214.27,215.67,217.8,218.49,219.19,219.89,220.58,221.29,221.99,222.7,223.4,224.1,224.82,225.54,226.26,226.98,227.7,228.44,229.18,229.91,230.65,231.38,232.12,232.86,233.62,234.35,235.1,235.84,236.59,237.34,238.09,238.84,239.6,240.35,241.09,241.84,242.6,243.34,244.1,244.86,245.62,246.37,247.13,247.88,248.64,249.4,250.15,250.91,251.67,252.43,253.93,254.65,255.34,256.01,256.66,258.64,259.31,260.0,260.7,261.42,262.14,262.88,263.61,264.34,265.05,265.74,266.42,267.09,267.76,268.44,269.14","2772,3098,897,1297,833,1336,1196,3037,2017,2759,3020,4030,3557,2701,2365,1050,4043,6163,5667,5105,5517,6243,4466,3889,7112,4277,5859,4739,3182,2341,3791,2559,2376,4855,885,3817,2205,3444,2354,3047,2704,2773,2592,4036,3427,2970,3160,5114,3998,2625,913,570,894,1746,1892,582,622,1788,1087,4536,3200,4186,4711,6049,6341,5744,8406,5738,3950,3056,1379,739,1446,781,1083",2.6162222394956305,2.717256526423994,2.919325100280721,0.0438661707382175,39292526371,13.392587661743164
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B2.mzXML,EC_B2,Arabitol,151.0605,10,295.50000000000006,279.0,312.0,s,0,targets.csv,12582.0,1560.0,10,3400.0,304.6310119628906,597.0,1069.5,1258.2,2803.0,"292.04,295.86,296.51,299.17,299.85,300.51,301.19,304.63,305.99,310.13","3400,1281,1467,1192,947,1348,739,664,947,597",5.057828392909131,5.158839504764977,5.487125618296476,0.0080093021743177,37858212969,13.471007347106934
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B2.mzXML,EC_B2,Mevalonate,147.0657,10,180.0,102.0,258.0,s,0,targets.csv,25072.0,2620.0,26,3067.0,203.89700317382807,418.0,666.0,964.3076923076924,2040.0,"102.49,103.25,104.0,104.76,105.52,106.28,107.04,107.8,108.56,109.31,110.07,110.83,111.59,133.23,136.26,137.02,146.12,148.4,158.25,163.56,164.32,196.16,198.98,203.9,222.9,252.5","2558,3067,2237,818,2683,1478,864,884,742,623,575,580,711,552,496,435,418,441,458,759,420,442,627,981,705,518",4.283500875424779,4.491010703515218,5.009785273741314,0.0115898377978211,37858212969,13.471007347106934
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B2.mzXML,EC_B2,Nicotinate,122.02455,10,183.204,165.0,225.0,s,0,targets.csv,4243274.0,171241.0,78,180599.0,224.31700134277344,455.0,21715.0,54400.94871794872,3464.0,"168.11,168.87,169.62,170.38,171.14,171.9,172.66,173.42,174.18,174.93,175.69,176.45,177.21,177.97,178.72,179.48,180.24,181.0,181.76,182.52,183.27,184.03,184.79,185.55,186.31,187.07,187.82,188.58,189.34,190.1,190.86,191.61,192.37,193.13,193.89,194.65,195.4,196.16,196.88,197.58,198.3,198.98,199.7,200.4,201.1,201.8,202.5,203.21,203.9,204.61,205.3,206.0,206.7,207.4,208.09,208.79,209.5,210.2,210.9,211.6,212.31,213.02,213.74,214.45,215.17,215.88,216.58,217.28,217.99,218.68,219.39,220.09,220.8,221.5,222.2,222.9,223.61,224.32","455,644,682,695,3390,4499,7845,12570,24014,31929,45428,58754,79198,97979,114091,129834,128909,163018,158752,178012,174423,180599,158703,158749,170084,156643,148477,149831,141321,118158,120162,120679,125800,116411,100589,72734,65154,53724,109855,80275,43134,49944,36351,29044,27409,21895,17518,22329,21535,14847,12406,14449,14883,13061,12451,8272,8750,9419,8215,7663,6523,6187,6150,5217,5671,5170,3522,4830,4727,4389,4604,4015,3355,4601,3855,5454,4441,3919",1.9496308900651,2.3247715251872942,2.4498184035613595,0.0323256231865532,37858212969,13.471007347106934
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B2.mzXML,EC_B2,Succinate,117.01905,10,122.634,100.2,150.0,s,0,targets.csv,814847045.0,34606833.0,71,35901056.0,130.35499572753906,3807.0,3378996.0,11476718.943661973,511681.0,"100.21,100.97,101.73,102.49,103.25,104.0,104.76,105.52,106.28,107.04,107.8,108.56,109.31,110.07,110.83,111.59,112.3,113.02,113.71,114.38,115.03,115.68,116.32,116.96,117.59,118.22,118.85,119.47,120.1,120.73,121.36,121.99,122.62,123.26,123.9,124.53,125.17,125.8,126.43,127.07,127.71,128.36,129.02,129.68,130.35,131.04,131.75,132.49,133.23,133.99,134.75,135.51,136.26,137.02,137.78,138.54,139.3,140.05,140.81,141.57,142.33,143.09,143.85,144.6,145.36,146.12,146.88,147.64,148.4,149.15,149.91","5975,5420,3807,6103,6855,4981,5243,4936,7809,10200,29490,79233,239915,680311,1674514,3378996,5922901,8130411,12608250,16572839,20858736,21216096,25191286,26467066,27999160,32172360,31945522,31403648,32569080,34870520,34020840,35901056,33898604,33065236,33058486,32311116,29222756,28733192,31229444,27851386,27231488,22818652,20223274,15991338,13190415,10412220,7516615,6556764,4802019,4022800,3463791,2840573,2524687,2094909,2002105,1784412,1551595,1445207,1314741,1137843,1142693,1031083,939974,833496,795994,732758,702644,695002,602161,564357,517656",2.4174332486427987,2.808620556927219,2.906417383998324,0.1573337793290206,37858212969,13.471007347106934
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B2.mzXML,EC_B2,Urocanate,137.0354,10,264.9,258.0,276.0,s,0,targets.csv,1590685.0,222319.0,26,237427.0,258.94000244140625,1036.0,19650.0,61180.19230769231,4677.0,"258.24,258.94,259.64,260.36,261.08,261.83,262.58,263.32,264.05,264.78,265.48,266.16,266.83,267.5,268.17,268.86,269.57,270.29,271.0,271.7,272.37,273.02,273.68,274.34,275.01,275.69","1267,1036,1349,3178,14861,51744,104651,181623,227922,237427,201609,151791,127544,77344,54386,36022,27801,23618,15682,14297,6957,6136,4690,8156,3650,5944",2.2298355478958864,2.341184798253823,2.341184798253823,0.0932393568131574,37858212969,13.471007347106934
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B2.mzXML,EC_B2,Xanthine,151.02585,10,250.0,210.8,271.8,s,0,targets.csv,114967.0,3310.0,67,4263.0,241.2270050048828,424.0,1111.0,1715.9253731343283,3264.0,"210.9,211.6,212.31,213.02,213.74,214.45,215.17,217.28,218.68,222.2,222.9,224.32,225.03,225.74,226.46,227.19,227.9,228.63,229.35,230.09,230.82,232.3,233.04,233.79,234.54,235.29,236.04,236.78,237.53,238.27,239.01,239.74,240.47,241.23,241.97,242.71,243.46,244.21,244.96,245.71,246.47,247.22,247.98,248.74,249.49,250.24,251.0,251.75,252.5,253.25,254.01,254.75,256.17,256.88,257.57,258.94,259.64,260.36,261.83,262.58,263.32,264.78,265.48,266.83,268.17,270.29,271.7","3856,3290,1111,866,1013,727,700,937,736,878,705,925,678,606,921,2467,728,720,820,1142,2718,2325,2046,2334,2161,2248,3577,3003,3142,3041,999,2636,2328,785,2395,2426,2524,2498,4028,3853,3326,4191,3183,4263,2485,3337,956,2069,882,496,424,843,869,755,783,839,574,1119,1842,575,659,624,927,922,1403,1136,592",2.212085091782176,2.4141536656389038,2.6162222394956305,0.217862911044652,37858212969,13.471007347106934
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B3.mzXML,EC_B3,Arabitol,151.0605,10,295.50000000000006,279.0,312.0,s,0,targets.csv,27685.0,1969.0,20,3268.0,296.15899658203125,556.0,975.0,1384.25,2130.0,"291.67,292.29,293.55,294.84,295.5,296.16,296.82,298.15,299.48,300.84,301.52,302.22,302.91,303.61,304.31,305.01,305.71,307.8,309.21,309.92","2686,2319,1667,1696,1615,1638,3268,1003,1075,852,2830,763,699,820,919,947,909,732,691,556",4.830553391233478,5.259850616620822,5.56288395218836,0.1598594541799145,38202531336,13.376178741455078
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B3.mzXML,EC_B3,Mevalonate,147.0657,10,180.0,102.0,258.0,s,0,targets.csv,18294.0,1458.0,23,2409.0,110.98899841308594,373.0,589.0,795.3913043478261,1739.0,"102.65,103.41,104.17,104.93,105.68,106.44,107.2,107.96,109.47,110.23,110.99,133.47,139.39,141.66,144.7,150.76,151.52,162.9,168.96,178.82,201.21,212.57,218.93","2409,1967,749,581,1608,934,373,589,1637,519,491,722,403,407,935,450,396,412,400,407,596,639,670",4.542888160537827,4.802275445650875,5.113540187786533,0.0032485864646173,38202531336,13.376178741455078
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B3.mzXML,EC_B3,Nicotinate,122.02455,10,183.204,165.0,225.0,s,0,targets.csv,5452806.0,216289.0,78,228134.0,223.18899536132807,707.0,24358.5,69907.76923076923,2773.0,"165.93,168.96,169.72,170.48,171.24,171.99,172.75,173.51,174.27,175.03,175.79,176.54,177.3,178.06,178.82,179.58,180.33,181.09,181.85,182.61,183.37,184.13,184.88,185.64,186.4,187.16,187.92,188.68,189.43,190.19,190.95,191.71,192.47,193.22,193.98,194.74,195.5,196.26,197.01,197.7,198.4,199.1,199.8,200.5,201.21,201.91,202.6,203.31,204.02,204.72,205.43,206.14,206.85,207.56,208.26,208.97,209.68,210.4,211.11,211.84,212.57,213.27,213.99,214.7,215.4,216.11,216.81,217.52,218.23,218.93,219.64,220.35,221.05,221.77,222.48,223.19,223.91,224.63","707,756,888,2751,4541,7686,10904,20821,32458,49570,67895,85884,112781,139759,156411,169906,177184,206679,219018,228134,201715,224822,194682,213463,193736,192578,203125,163028,175188,155349,133739,149169,139858,143913,128561,105946,90110,72435,134651,106165,79945,58868,53129,44706,32342,35740,27896,20162,18836,17636,14826,16073,13621,14950,15459,13613,10758,9215,12243,9428,9978,8123,7820,9598,6378,9025,6761,6230,6162,6343,6623,4385,5690,4010,5506,5449,4833,3480",2.1372012076261973,2.262248086000262,2.3247715251872942,0.0338153359938662,38202531336,13.376178741455078
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B3.mzXML,EC_B3,Succinate,117.01905,10,122.634,100.2,150.0,s,0,targets.csv,1713324072.0,67765933.0,72,68809656.0,110.98899841308594,4009.0,8416704.5,23796167.666666668,1467614.0,"100.38,101.13,101.89,102.65,103.41,104.17,104.93,105.68,106.44,107.2,107.96,108.72,109.47,110.23,110.99,111.7,112.37,113.03,113.65,114.29,114.89,115.51,116.12,116.73,117.33,117.93,118.54,119.14,119.75,120.35,120.95,121.55,122.14,122.75,123.35,123.96,124.56,125.16,125.76,126.37,126.97,127.59,128.2,128.82,129.45,130.09,130.74,131.4,132.08,132.76,133.47,134.17,134.89,135.63,136.38,137.14,137.88,138.64,139.39,140.15,140.91,141.66,142.42,143.18,143.94,144.7,145.46,146.21,146.97,147.73,148.49,149.25","6577,4929,4009,4891,5349,5313,5998,6402,7627,21587,69252,234339,740924,1834844,4407099,8645175,14358096,22275144,30313948,36267592,41884584,45423252,53885484,52947632,61890228,66635248,63952860,60476468,65052356,67925472,68809656,66562672,65122968,59406068,63001864,57433172,60121432,51979688,60944480,62156316,58410424,43776368,39059044,40995612,34249292,28872588,22932408,18376308,15153359,11783941,10357450,8188234,6960876,6207468,5775373,4898346,4482898,4163045,3773979,3581621,3209333,2934284,2715746,2600718,2476810,2204933,2081424,1808223,1785374,1674829,1528578,1474191",2.8738184416412893,3.004214211069429,3.069412095783499,0.0646688543329617,38202531336,13.376178741455078
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B3.mzXML,EC_B3,Urocanate,137.0354,10,264.9,258.0,276.0,s,0,targets.csv,32644.0,1998.0,23,2934.0,259.135986328125,824.0,1238.0,1419.304347826087,266.0,"258.48,259.14,259.82,261.23,261.95,262.68,263.41,264.14,264.86,265.55,266.24,267.59,268.28,268.98,269.7,270.42,271.14,271.83,272.52,273.85,274.51,275.2,275.91","1216,999,2721,973,2443,2259,1911,2934,1150,1402,1452,1057,872,1299,887,824,949,882,1356,1461,1409,1238,950",2.007137047180013,2.1184862975379497,2.341184798253823,0.0838915110646062,38202531336,13.376178741455078
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B3.mzXML,EC_B3,Xanthine,151.02585,10,250.0,210.8,271.8,s,0,targets.csv,275647.0,9133.0,78,10516.0,266.24200439453125,544.0,3290.5,3533.935897435897,2161.0,"211.11,211.84,212.57,213.27,213.99,215.4,216.11,216.81,217.52,218.93,219.64,220.35,221.05,221.77,222.48,223.19,223.91,224.63,225.34,226.05,226.78,227.52,228.25,228.98,229.72,230.46,231.21,231.95,232.7,233.44,234.19,234.93,235.69,236.43,237.19,237.94,238.69,239.44,240.18,240.93,241.68,242.43,243.18,243.94,244.7,245.46,246.22,246.97,247.73,248.49,249.25,250.01,250.76,251.52,252.28,253.04,253.78,255.19,257.16,257.82,258.48,259.14,259.82,260.52,261.23,261.95,262.68,263.41,264.14,264.86,265.55,266.24,266.92,267.59,268.28,269.7,270.42,271.14","2933,2728,1168,2428,2213,1216,601,1340,1078,755,903,1402,3667,3973,4326,2475,4566,5145,5254,6544,7612,6293,8917,7921,7378,5151,4625,4692,5321,4454,4286,3725,3333,2402,2452,3354,3081,3418,4115,3442,3463,2938,3733,2398,2709,2801,3523,3823,3157,2808,3248,924,1888,1939,781,2492,1924,999,1305,1069,1792,4710,4232,6623,5409,9309,10516,7575,5871,6110,4158,988,3240,3353,1287,549,544,772",2.212085091782176,2.4141536656389038,2.6162222394956305,0.0306010590501434,38202531336,13.376178741455078
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B4.mzXML,EC_B4,Arabitol,151.0605,10,295.50000000000006,279.0,312.0,s,0,targets.csv,13889.0,1701.0,9,2679.0,290.0610046386719,859.0,1493.0,1543.2222222222222,1506.0,"290.06,291.91,292.52,293.78,295.06,298.33,302.34,303.02,305.07","2679,2425,1636,1493,1651,906,1067,859,1173",4.956817281053285,5.158839504764977,5.259850616620822,0.0286890183110876,39302878955,13.402551651000977
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B4.mzXML,EC_B4,Mevalonate,147.0657,10,180.0,102.0,258.0,s,0,targets.csv,18656.0,1262.0,26,2056.0,136.26400756835938,350.0,556.0,717.5384615384615,1335.0,"102.31,103.06,103.82,104.58,105.34,106.1,107.61,108.37,109.13,109.89,110.64,136.26,139.28,140.04,142.3,147.57,152.12,157.43,158.19,158.95,160.46,171.08,173.35,206.52,224.76,247.57","2056,1732,1741,907,734,905,531,703,398,476,520,774,350,516,615,412,460,381,556,389,570,547,395,711,556,721",4.050052318823036,4.750397988628266,5.009785273741314,0.0067549609565892,39302878955,13.402551651000977
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B4.mzXML,EC_B4,Nicotinate,122.02455,10,183.204,165.0,225.0,s,0,targets.csv,7098522.0,271097.0,78,288399.0,220.5319976806641,666.0,38163.5,91006.69230769233,6105.0,"168.8,169.56,170.32,171.08,171.84,172.59,173.35,174.11,174.87,175.63,176.38,177.14,177.9,178.66,179.42,180.18,180.93,181.69,182.45,183.21,183.97,184.72,185.48,186.24,187.0,187.76,188.51,189.27,190.03,190.79,191.55,192.31,193.07,193.82,194.58,195.34,196.1,196.84,197.52,198.21,198.89,199.58,200.28,200.97,201.65,202.35,203.04,203.74,204.45,205.14,205.83,206.52,207.21,207.9,208.6,209.29,209.98,210.69,211.4,212.11,212.83,213.54,214.25,214.96,215.67,216.37,217.05,217.76,218.44,219.14,219.85,220.53,221.23,221.93,222.63,223.33,224.04,224.76","666,3070,2510,5053,6483,13198,27003,40520,61846,78330,116884,136458,168866,200237,228745,250420,237800,288399,287093,282411,277529,286077,253206,269758,264210,232636,232227,213635,208500,201579,169429,180174,193057,161550,144599,110719,86891,148485,148034,103684,82722,68238,54959,52177,45861,44646,35807,24511,25036,24078,22907,23673,20709,18292,15326,18165,17977,14368,12492,12356,12161,10600,9385,9199,10460,8683,10427,7989,6770,6938,6945,5615,5450,7361,6476,5644,5377,6771",2.1528320674229557,2.3247715251872942,2.387294964374327,0.0368622682697909,39302878955,13.402551651000977
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B4.mzXML,EC_B4,Succinate,117.01905,10,122.634,100.2,150.0,s,0,targets.csv,1433966001.0,58234997.0,73,59033956.0,112.0479965209961,775.0,6251234.0,19643369.87671233,1149768.0,"100.79,101.55,102.31,103.06,103.82,104.58,105.34,106.1,106.85,107.61,108.37,109.13,109.89,110.64,111.36,112.05,112.71,113.35,113.98,114.6,115.22,115.83,116.44,117.06,117.67,118.28,118.88,119.49,120.1,120.7,121.3,121.9,122.5,123.11,123.71,124.32,124.93,125.54,126.15,126.76,127.38,128.0,128.63,129.26,129.9,130.56,131.23,131.91,132.61,133.32,134.04,134.78,135.53,136.26,137.02,137.77,138.53,139.28,140.04,140.8,141.55,142.3,143.06,143.81,144.57,145.33,146.06,146.82,147.57,148.33,149.09,149.85","5158,6358,5372,5767,5039,4493,5263,8921,17914,68047,174687,567354,1323647,3431221,7029078,10945307,16339248,22782880,28313736,31868418,39094948,37534232,46684416,50170784,54635620,53583420,52123048,52823668,57164040,59033956,58506996,55552616,55872008,55793456,55908492,54462956,51949372,47724380,50831052,44763940,40640524,35274688,32745010,24753166,22536758,18282612,13934318,11546212,10539524,7810714,6251234,5686011,5194886,4776141,3660276,3366101,3296225,2714580,2485868,2519680,2156301,2110908,1939376,1737351,1621277,1464024,1565069,1366830,1273256,1160417,1279655,1154926",2.9390163263553597,3.004214211069429,3.1998078652116395,0.0696839954727278,39302878955,13.402551651000977
/data/Metabolomics/ms-mint/230508__ms-mint-demofiles/ms-files/EC_B4.mzXML,EC_B4,Urocanate,137.0354,10,264.9,258.0,276.0,s,0,targets.csv,30445.0,2801.0,19,4244.0,266.8269958496094,637.0,1095.0,1602.3684210526317,1956.0,"259.28,260.61,261.29,261.99,262.7,263.42,264.13,264.83,265.51,266.17,266.83,268.16,268.85,269.55,270.26,270.96,271.64,274.26,274.93","1095,755,3321,2662,3125,4244,1034,1346,637,1138,1691,1032,760,692,776,935,876,1275,3051",1.8957877968220764,2.1184862975379497,2.341184798253823,0.3400051328422442,39302878955,13.402551651000977
